id,date,sentence,growth_sentiment_final,employment_sentiment_final,inflation_sentiment_final
13037,2017-04-05,Several participants indicated that the timing should be based on a quantitative threshold or trigger tied to the target range for the federal funds rate.,neutral,neutral,neutral
13038,2017-04-05,"A standard measure of the equity risk premium edged lower, declining into the lower quartile of its historical distribution of the previous three decades.",positive,neutral,neutral
13039,2017-05-24,"Sentiment improved following the outcome of the first round of the French presidential election on April 23, which led to a partial retracement in yields.",positive,neutral,neutral
13040,2017-07-05,A few of these participants judged that the degree of additional policy firming that would result from the balance sheet normalization program was modest.,neutral,neutral,neutral
13041,2017-10-11,"The credit quality of state and local governments improved overall, as the number of ratings upgrades notably outpaced the number of downgrades in August.",positive,neutral,neutral
13042,2017-11-22,"Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed, on balance.",neutral,neutral,positive
13043,2017-11-22,"Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed, on balance.",neutral,neutral,positive
13044,2018-01-03,"Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed, on balance.",neutral,neutral,positive
13045,2018-02-21,Policymakers pointed to a number of possible reasons for the difficulty in estimating the link between resource utilization and inflation in recent years.,neutral,neutral,neutral
13046,2018-04-11,"Expectations for the federal funds rate at the end of 2019 and 2020, derived from overnight index swap (OIS) quotes, moved up somewhat since late January.",neutral,neutral,neutral
13047,2018-05-23,"In addition, the lower tax withholding resulting from the tax cuts enacted late last year was likely to provide some impetus to spending in coming months.",positive,neutral,neutral
13048,2018-05-23,"Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed, on balance.",neutral,neutral,positive
13049,2018-07-05,"Moreover, the removal of the forward-guidance language and other changes to the statement should streamline and facilitate the Committee's communications.",neutral,neutral,neutral
13050,2019-02-20,"Growth of C&I loans on banks' balance sheets picked up in the fourth quarter, reflecting stronger originations as well as reduced paydowns and loan sales.",positive,neutral,neutral
13051,2019-04-10,"Purchase mortgage origination activity was flat in December but edged up in January, as mortgage rates remained lower than the peak reached last November.",positive,neutral,neutral
13052,2019-04-10,"Payroll employment was little changed in February, but job gains had been solid, on average, in recent months, and the unemployment rate had remained low.",neutral,positive,neutral
13053,2019-04-10,"Payroll employment was little changed in February, but job gains had been solid, on average, in recent months, and the unemployment rate had remained low.",neutral,positive,neutral
13054,2019-07-10,"However, several participants remarked that inflation expectations appeared to be at levels consistent with the Committee's 2 percent inflation objective.",neutral,neutral,positive
13055,2019-08-21,Market participants pointed to pressures in repurchase agreement (repo) markets as one factor contributing to the uptick in volatility in unsecured rates.,negative,neutral,neutral
13056,2019-08-21,The trimmed mean measure of 12-month PCE price inflation constructed by the Federal Reserve Bank of Dallas remained at or near 2 percent in recent months.,neutral,neutral,positive
13057,2019-08-21,A couple of participants commented on the decline in energy prices since last fall and the associated reduction in economic activity in the energy sector.,negative,neutral,positive
13058,2019-10-09,"The unemployment rate remained at 3.7 percent through August, and both the labor force participation rate and the employment-to-population ratio moved up.",neutral,positive,neutral
13059,2019-11-20,"Overall consumer spending rose steadily in recent months, and sales of light motor vehicles through September maintained their robust second-quarter pace.",positive,neutral,neutral
13060,2019-11-20,A few participants observed that the considerations favoring easing at this meeting were reinforced by the proximity of the federal funds rate to the ELB.,neutral,neutral,neutral
13061,2020-02-19,"As that time approaches, the Committee might wish to consider the appropriate maturity composition of reserve management purchases of Treasury securities.",neutral,neutral,neutral
13062,2020-02-19,Participants who commented on the Desk's proposal for the transition to the ample-reserves regime indicated that they were comfortable with that proposal.,neutral,neutral,neutral
13063,2020-04-08,"In the Treasury market, following several consecutive days of deteriorating conditions, market participants reported an acute decline in market liquidity.",negative,neutral,neutral
13064,2020-04-08,"This action will help support economic activity, strong labor market conditions, and inflation returning to the Committee's symmetric 2 percent objective.",positive,positive,positive
13065,2020-05-20,"In addition, participants agreed that recent actions taken by the Federal Reserve were essential in helping reduce downside risks to the economic outlook.",positive,neutral,neutral
13068,2020-11-25,"Measures of inflation compensation based on Treasury Inflation-Protected Securities (TIPS) edged up, on net, remaining close to their pre-pandemic levels.",neutral,neutral,neutral
13069,2021-01-06,"Labor market conditions improved further over October and November, although employment continued to be well below its level at the beginning of the year.",neutral,negative,neutral
13070,2021-02-17,"The ongoing public health crisis continues to weigh on economic activity, employment, and inflation, and poses considerable risks to the economic outlook.",negative,negative,negative
13071,2021-04-07,Increased uncertainty over the outlook for longer-term interest rates as well as technical factors may also have contributed to the rise in term premiums.,negative,neutral,neutral
13072,2021-04-07,Financing conditions in the residential mortgage market tightened somewhat over the intermeeting period but remained accommodative for stronger borrowers.,negative,neutral,neutral
13073,2021-04-07,"The ongoing public health crisis continues to weigh on economic activity, employment, and inflation, and poses considerable risks to the economic outlook.",negative,negative,negative
13074,2021-05-19,"The effective federal funds rate and the SOFR were little changed, averaging 7 basis points and 1 basis point, respectively, over the intermeeting period.",neutral,neutral,neutral
13076,2021-08-18,"The European Central Bank completed its strategy review, adopting a 2 percent symmetric inflation target, and revised forward guidance on its policy rate.",neutral,neutral,neutral
13077,2021-08-18,Many participants remarked upon risk-management considerations when contemplating how and when to make changes to the Committee's pace of asset purchases.,neutral,neutral,neutral
13078,2021-10-13,"In addition, a number of foreign central banks had expressed intent to establish access to the Foreign and International Monetary Authority Repo Facility.",neutral,neutral,neutral
13079,2021-10-13,"In addition, the staff pointed to a risk that longer-run inflation expectations would move appreciably higher and lead to persistently elevated inflation.",neutral,neutral,negative
13080,2021-11-24,"The mean level of gross hedge fund leverage was noteworthy and its distribution was skewed, with particularly high leverage among funds in the top decile.",neutral,neutral,neutral
13081,2022-02-16,The Desk survey responses suggested expectations for administered rates to be raised by the same increment as the target range for the federal funds rate.,neutral,neutral,neutral
13083,2022-04-06,"Participants noted that Russia and Ukraine were major suppliers of various commodities used in the production of energy, food, and some industrial inputs.",neutral,neutral,neutral
13084,2022-05-25,Developments in Financial Markets and Open Market OperationsThe manager turned first to a discussion of monetary policy expectations in the United States.,neutral,neutral,neutral
13085,2022-05-25,"Regarding risks related to the balance sheet reduction, several participants noted the potential for unanticipated effects on financial market conditions.",neutral,neutral,neutral
13086,2022-07-06,Issuance of both agency and non-agency commercial mortgage-backed securities (CMBS) stepped down slightly in May from its strong pace earlier in the year.,negative,neutral,neutral
13087,2022-08-17,"Real goods imports continued to step down from the exceptionally strong March readings, driven by declines in imports of consumer goods and capital goods.",negative,neutral,neutral
13088,2022-11-23,Participants mentioned a number of considerations that would likely influence the pace of future increases in the target range for the federal funds rate.,neutral,neutral,neutral
13089,2023-01-04,Participants commented that higher mortgage interest rates had notably restrained housing activity and that they expected housing activity to remain weak.,negative,neutral,neutral
13090,2006-02-21,"Household spending rose smartly, outside of autos, and orders and shipments of nondefense capital goods in the business sector were generally quite strong.",positive,neutral,neutral
13092,2006-07-20,"Despite the tighter policy, however, economic growth in the United States' major trading partners appeared likely to remain solid, supporting U.S. exports.",positive,neutral,neutral
13093,2007-10-09,"In July, indicators for Europe generally moderated, on balance, from their second-quarter levels; those for Canada and Japan, however, slowed more notably.",neutral,neutral,neutral
13094,2007-10-09,"On August 10, the Federal Reserve issued a statement announcing that it was providing liquidity to facilitate the orderly functioning of financial markets.",neutral,neutral,neutral
13095,2007-10-09,Softer demand for homes amid a reduction in the availability of mortgage credit would likely curtail construction activity through the middle of next year.,negative,neutral,neutral
13096,2007-10-09,Members judged that a lowering of the target funds rate was appropriate to help offset the effects of tighter financial conditions on the economic outlook.,negative,neutral,neutral
13097,2007-10-09,"Similarly, the impaired functioning of financial markets might persist for some time or possibly worsen, with nagativee implications for economic activity.",negative,neutral,neutral
13098,2007-11-20,"Likewise, notwithstanding a strong preliminary estimate of third-quarter GDP growth in the United Kingdom, more recent surveys pointed to some softening.  ",neutral,neutral,neutral
13099,2008-01-02,"In the third quarter, corporate cash flows appeared to have dropped off, leaving firms with diminished internally generated funds for financing investment.",negative,neutral,neutral
13100,2008-02-20,"Orders and shipments rose somewhat in the fourth quarter, but imports in the first two months of the quarter were below their average in the third quarter.",neutral,neutral,neutral
13101,2008-04-08,"By 2009, the forecasts for both the headline and core PCE price indexes showed inflation receding from its 2008 level, in line with the previous forecasts.",neutral,neutral,positive
13103,2008-05-21,"In addition, the Primary Dealer Credit Facility drew substantial demand through late March, although the amount outstanding subsequently declined somewhat.",neutral,neutral,neutral
13104,2008-07-16,"However, the index of pending sales agreements--an indicator of existing home sales in coming months--jumped in April to its highest reading in six months.",positive,neutral,neutral
13105,2008-08-26,"The U.S. international trade deficit narrowed in May, as a large increase in exports of goods and services more than offset a moderate increase in imports.",positive,neutral,neutral
13106,2008-08-26,"Tight credit conditions, the ongoing housing contraction, and the rise in energy prices were likely to weigh on economic growth over the next few quarters.",negative,neutral,negative
13107,2008-08-26,"Consistent with the revision in policy expectations, yields on short- and medium-term nominal Treasury coupon securities fell over the intermeeting period.",neutral,neutral,neutral
13108,2009-01-06,"On the inflation front, headline consumer prices declined in recent months, as energy prices continued to fall and consumer food price increases moderated.",neutral,neutral,positive
13109,2009-01-06,Credit outstanding under the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility fell by more than half over the intermeeting period.,neutral,neutral,neutral
13110,2009-01-06,"To further its long-run objectives, the Committee seeks conditions in reserve markets consistent with federal funds trading in a range of 0 to혻1/4 percent.",neutral,neutral,neutral
13111,2009-04-08,"Industrial production fell in January and February, with cutbacks again widespread, and capacity utilization in manufacturing declined to a very low level.",negative,neutral,neutral
13112,2009-07-15,"Domestic demand fell in all major economies, led by double-digit declines in fixed investment and sizable nagativee contributions of inventories to growth.",negative,neutral,neutral
13113,2009-07-15,"The inventory adjustment process was continuing, housing and consumption demand apparently had leveled off, and financial market strains had eased further.",neutral,neutral,neutral
13114,2009-09-02,"However, overnight interest rates in the euro area declined in the wake of the June 24 injection by the ECB of one-year funds at a fixed rate of 1 percent.",neutral,neutral,neutral
13115,2009-09-02,"The ECB also began its purchases of covered bonds, and yields on intermediate-term European covered bonds declined since the purchases began in early July.",neutral,neutral,neutral
13116,2009-11-24,"In contrast, real gross domestic product (GDP) contracted in the United Kingdom in the third quarter, and real GDP in Canada edged down in July and August.",negative,neutral,neutral
13117,2009-11-24,"The weakness in labor market conditions remained an important concern to meeting participants, with unemployment expected to remain elevated for some time.",neutral,negative,neutral
13118,2009-11-24,"Such a development, if not offset by Federal Reserve actions, could give additional impetus to spending and, potentially, to actual and expected inflation.",positive,neutral,negative
13119,2010-01-06,"In contrast, the announcement that the Federal Reserve would purchase only about $175 billion of agency debt securities had not been generally anticipated.",neutral,neutral,neutral
13120,2010-02-17,"Commercial bank credit continued to contract in December, as an increase in banks' securities holdings was more than offset by a large drop in total loans.",negative,neutral,neutral
13121,2010-04-06,"Real outlays on structures outside of the drilling and mining sector fell again in the fourth quarter, and nominal expenditures dropped further in January.",negative,neutral,neutral
13122,2010-05-19,"A moderate pace of expansion, in turn, would imply only a modest improvement in the labor market this year, with the unemployment rate declining gradually.",neutral,positive,neutral
13123,2010-05-19,"To further its long-run objectives, the Committee seeks conditions in reserve markets consistent with federal funds trading in a range from 0 to 쩌 percent.",neutral,neutral,neutral
13124,2010-07-14,"Participants continued to agree that gradual sales of MBS should be undertaken, at some point, to speed the return to a Treasury-securities-only portfolio.",neutral,neutral,neutral
13125,2010-07-14,Inflation compensation based on Treasury inflation-protected securities decreased recently in response to low readings on inflation and falling oil prices.,neutral,neutral,positive
13127,2010-08-31,"Consumer loans at commercial banks were about flat, on balance, as reductions in credit card loans about offset an increase in nonrevolving consumer loans.",neutral,neutral,neutral
13128,2010-08-31,"Accordingly, risk spreads on these governments' bonds, though elevated, generally declined, and European banks' access to dollar funding improved somewhat.",positive,neutral,neutral
13129,2010-10-12,"Commercial real estate markets continued to face difficult financial conditions, although some further signs emerged that this sector might be stabilizing.",negative,neutral,neutral
13130,2011-01-04,"Nonfinancial commercial paper outstanding declined noticeably during October and November, in part because some firms reportedly shifted to bond financing.",neutral,neutral,neutral
13132,2011-02-16,"Nominal retail sales, excluding purchases of motor vehicles and parts, rose again in December, following substantial increases in the previous four months.",positive,neutral,neutral
13133,2011-02-16,"Signs of improvement were evident in the consumer credit market, where issuance of consumer asset-backed securities was strong early in the fourth quarter.",positive,neutral,neutral
13135,2011-04-05,"Net debt financing by nonfinancial corporations was solid in January and February, although it did not match the sizable amount seen in the fourth quarter.",positive,neutral,neutral
13136,2011-04-05,"In light of uncertainty about the economic outlook, it was seen as prudent to consider possible exit strategies for a range of potential economic outcomes.",negative,neutral,neutral
13137,2011-05-18,"Bankers again reported improvements in credit quality, with the volume of nonperforming assets declining at larger banks and leveling off at smaller banks.",positive,neutral,neutral
13138,2011-10-12,"Issuance of commercial mortgage-backed securities (CMBS) slowed further in July and August, and investors appeared to demand greater compensation for risk.",negative,neutral,neutral
13139,2011-10-12,"Business sentiment had worsened, seemingly in response to weaker economic prospects and increased downside risks to the outlook for U.S. and global growth.",negative,neutral,neutral
13140,2011-10-12,Some business contacts reported that their firms had made contingency plans to reduce output and employment if demand for their products were to turn down.,negative,negative,neutral
13141,2011-10-12,"While they did not anticipate a downturn in economic activity, several remarked that, with growth slow, the recovery was more vulnerable to adverse shocks.",negative,neutral,neutral
13142,2012-02-15,The combination of high energy prices and availability of new drilling technologies was promoting strong growth in investment outlays in the energy sector.,positive,neutral,negative
13143,2012-05-16,"Consumer energy prices climbed markedly in February and March, although survey data indicated that gasoline prices stepped down in the first half of April.",neutral,neutral,negative
13144,2012-05-16,"Recent indicators suggested that foreign economic activity improved on balance in the first quarter, but there were important differences across economies.",positive,neutral,neutral
13145,2012-07-11,"Moreover, real disposable income rose at a subdued pace in the first quarter of this year, though it received some boost from lower energy prices in April.",neutral,neutral,positive
13146,2012-07-11,"More recently, average hourly earnings for all employees edged up in April and May, and their rate of increase from 12 months earlier continued to be slow.",neutral,positive,neutral
13147,2012-07-11,"Consumer credit expanded at a solid pace in recent months, as increases in student loans boosted nonrevolving credit while revolving credit was about flat.",positive,neutral,neutral
13148,2012-07-11,"Gross issuance of long-term municipal bonds picked up in April and May, with net issuance turning positivee for the first time since the beginning of 2011.",positive,neutral,neutral
13149,2012-07-11,"Members generally expected growth to be moderate over coming quarters and then to pick up very gradually, with the unemployment rate declining only slowly.",neutral,neutral,neutral
13150,2012-11-14,A final question was whether the statement should also provide forward guidance about the likely path of the federal funds rate after the initial increase.,neutral,neutral,neutral
13151,2013-01-03,"Following the completion of this program, the Committee directs the Desk to resume its policy of rolling over maturing Treasury securities into new issues.",neutral,neutral,neutral
13152,2013-02-20,"For example, one participant argued that purchases should vary incrementally from meeting to meeting in response to incoming information about the economy.",neutral,neutral,neutral
13153,2013-04-10,"Although inflows into emerging market mutual funds continued, they slowed notably in recent weeks, and EME equity indexes were, on average, slightly lower.",neutral,neutral,neutral
13154,2013-05-22,"After appreciating, on balance, since early this year, the dollar depreciated against most currencies, although it continued to appreciate against the yen.",neutral,neutral,neutral
13155,2013-07-10,"Yields on agency MBS rose more than those on comparable-maturity Treasury securities, leaving option-adjusted spreads to Treasury securities notably wider.",negative,neutral,neutral
13156,2013-07-10,"Inflation was low in the months prior to the meeting, with the trends in all broad measures remaining below the Committee's 2 percent longer-run objective.",neutral,neutral,positive
13157,2013-08-21,"Under that outlook, if economic conditions improved broadly as expected, the Committee would moderate the pace of its securities purchases later this year.",positive,neutral,neutral
13158,2013-10-09,"For several members, the various considerations made the decision to maintain an unchanged pace of asset purchases at this meeting a relatively close call.",neutral,neutral,neutral
13159,2014-02-19,"Consumer price inflation continued to run below the Committee's longer-run objective, while measures of longer-term inflation expectations remained stable.",neutral,neutral,neutral
13160,2014-04-09,"Following a slowdown in January, nonfinancial corporate bond issuance rebounded in February, with the majority of proceeds going to investment-grade firms.",positive,neutral,neutral
13161,2014-04-09,"In their discussion of recent financial developments, participants saw financial conditions as generally consistent with the Committee's policy intentions.",positive,neutral,neutral
13162,2014-05-21,"Two others saw declining credit spreads, particularly on speculative-grade corporate bonds, as consistent with an increase in investors' appetite for risk.",positive,neutral,neutral
13163,2014-05-21,"While household spending appeared to be rising more rapidly, business fixed investment had edged down and the recovery in the housing sector remained slow.",neutral,neutral,neutral
13164,2014-10-08,"Consumer price inflation was running below the FOMC's longer-run objective of 2 percent, but measures of longer-run inflation expectations remained stable.",neutral,neutral,positive
13165,2014-11-19,"Foreign inflation remained generally subdued and in some regions quite low, especially in the euro area, where headline inflation was well below 1 percent.",neutral,neutral,positive
13166,2014-11-19,"Market-based measures of inflation compensation had declined somewhat, but survey-based measures of longer-term inflation expectations had remained stable.",neutral,neutral,positive
13167,2015-01-07,"In addition, they decided that the statement should note that the low level of inflation seen of late partly reflected the recent decline in energy prices.",neutral,neutral,positive
13168,2015-02-18,"Measures of expected long-run inflation from a variety of surveys, including the Michigan survey and the Desk's Survey of Primary Dealers, remained stable.",neutral,neutral,positive
13169,2015-02-18,"Over the 12 months ending in December, nominal average hourly earnings for all employees increased only slightly faster than core consumer price inflation.",neutral,neutral,neutral
13170,2015-04-08,"That said, many participants agreed that an elevated aggregate capacity for the facility would likely be appropriate only for a short period after liftoff.",neutral,neutral,neutral
13171,2015-04-08,Consumer price inflation was restrained significantly by declines in energy prices and continued to run below the FOMC's longer-run objective of 2 percent.,neutral,neutral,positive
13172,2015-05-20,"About 40 percent of firms in the S&P 500 index had reported earnings for the first quarter, with those reports generally viewed as better than anticipated.",positive,neutral,neutral
13173,2015-05-20,"In the April SLOOS, some large banks reported having eased lending standards for a number of categories of residential mortgage loans in the first quarter.",positive,neutral,neutral
13174,2015-05-20,"Government bond yields in most advanced foreign economies declined modestly, pushing some yields, particularly in Europe, further into nagativee territory.",neutral,neutral,neutral
13175,2015-07-08,"The foreign exchange value of the dollar increased a bit, on balance, during the intermeeting period against the currencies of major U.S. trading partners.",neutral,neutral,positive
13176,2015-10-08,A material slowdown in economic growth in China and potential adverse spillovers to other economies were likely to depress U.S. net exports to some extent.,negative,neutral,neutral
13177,2015-10-08,"Inflation has continued to run below the Committee's longer-run objective, partly reflecting declines in energy prices and in prices of non-energy imports.",neutral,neutral,positive
13178,2015-11-18,"Inflation has continued to run below the Committee's longer-run objective, partly reflecting declines in energy prices and in prices of non-energy imports.",neutral,neutral,positive
13179,2016-01-06,"The housing market was recovering gradually, with single-family homebuilding continuing to trend up and multifamily construction remaining at a high level.",positive,neutral,neutral
13180,2016-01-06,"A few participants also indicated that significant risks to financial stability, should they emerge, could alter their view of the appropriate policy path.",neutral,neutral,neutral
13181,2016-01-06,"Inflation continued to run below the Committee's longer-run objective, held down in part by the effects of declines in energy and non-energy import prices.",neutral,neutral,positive
13182,2016-01-06,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13183,2016-02-17,"Consistent with the decline in the expected path of the federal funds rate, yields on nominal Treasury securities moved lower over the intermeeting period.",neutral,neutral,neutral
13184,2016-02-17,Part of the decline likely also reflected an increase in safe-haven demands for low-risk and highly liquid assets amid the turbulence in financial markets.,negative,neutral,neutral
13185,2016-02-17,"Such a downshift, if it occurred, could increase the economic and financial stresses on other EMEs and on commodity producers, including Canada and Mexico.",negative,neutral,neutral
13186,2016-02-17,"The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation.",neutral,positive,positive
13187,2016-02-17,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13188,2016-04-06,"Financing conditions in consumer credit markets generally remained accommodative, and outstanding student and auto debt continued to grow at a robust pace.",positive,neutral,neutral
13189,2016-04-06,"The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation.",neutral,positive,positive
13190,2016-04-06,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13191,2016-05-18,"Consumer loan balances continued to increase at a robust pace through February, and data on bank lending activities suggested further growth through March.",positive,neutral,neutral
13192,2016-05-18,"The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation.",neutral,positive,positive
13193,2016-05-18,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13194,2016-07-06,"Although the rate of private-sector job openings remained elevated, the rate of hires declined in both March and April and the rate of quits was unchanged.",neutral,neutral,neutral
13195,2016-07-06,They also pointed out that core inflation had begun to move up and that the transitory factors that had been holding down headline inflation were receding.,neutral,neutral,negative
13196,2016-07-06,"The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation.",neutral,positive,positive
13197,2016-07-06,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13198,2016-08-17,"Also, consumer sentiment as measured by the University of Michigan Surveys of Consumers remained reasonably upbeat in the second quarter and in early July.",positive,neutral,neutral
13199,2016-08-17,"The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation.",neutral,positive,positive
13200,2016-08-17,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13201,2016-10-12,"The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation.",neutral,positive,positive
13202,2016-10-12,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13203,2016-11-23,"The stance of monetary policy remains accommodative, thereby supporting further improvement in labor market conditions and a return to 2 percent inflation.",neutral,positive,positive
13204,2016-11-23,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13205,2017-01-04,"This bounceback was driven primarily by stronger economic growth in Canada and Mexico, two countries where the second-quarter weakness was most pronounced.",positive,neutral,neutral
13206,2017-01-04,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13207,2017-02-22,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",neutral,neutral,negative
13208,2017-04-05,"Although state and local government payrolls expanded in January and February, nominal construction spending by these governments fell sharply in January.",negative,positive,neutral
13209,2017-04-05,The slowing appeared to mainly reflect transitory factors like lower energy consumption induced by warm weather or delays in processing income tax refunds.,neutral,neutral,neutral
13210,2017-05-24,The larger improvements in the rates for Hispanics and for African Americans mirrored the larger increases in those rates during the most recent recession.,neutral,neutral,neutral
13211,2017-05-24,"Real personal consumption expenditures (PCE) rose only modestly in the first quarter, although monthly data indicated some improvement late in the quarter.",positive,neutral,neutral
13212,2017-10-11,Spreads on CMBS over Treasury securities narrowed a little over the intermeeting period and were near the bottom of their ranges of the past several years.,positive,neutral,neutral
13213,2018-01-03,The national labor force participation rate was lower in November than it had been in September but remained in the range seen over the past several years.,neutral,neutral,neutral
13214,2018-01-03,"Both starts and building permit issuance for new single-family homes increased somewhat in October, and starts for multifamily units moved up considerably.",positive,neutral,neutral
13215,2018-02-21,"That said, a number of participants judged that the continued tightening in labor markets was likely to translate into faster wage increases at some point.",neutral,positive,neutral
13216,2018-04-11,Weaker-than-expected economic data weighed on market-based measures of expected policy rate paths and on longer-term yields in Canada and in the euro area.,negative,neutral,neutral
13217,2018-04-11,"In some Districts, reports from business contacts or evidence from surveys pointed to a pickup in wages, particularly for unskilled or entry-level workers.",neutral,positive,neutral
13218,2018-05-23,"Real GDP growth picked up in the first quarter in several emerging market economies (EMEs), including Mexico, China, and some other parts of emerging Asia.",positive,neutral,neutral
13219,2018-05-23,Participants concurred that information received during the intermeeting period had not materially altered their assessment of the outlook for the economy.,neutral,neutral,neutral
13220,2018-07-05,Developments in emerging market economies (EMEs) and in Europe were the focus of considerable attention by financial market participants over recent weeks.,neutral,neutral,neutral
13221,2018-11-29,"On the downside, trade policies and foreign economic developments could move in directions that have significant nagativee effects on U.S. economic growth.",negative,neutral,neutral
13222,2019-01-09,"On the downside, trade policies and foreign economic developments could move in directions that have significant nagativee effects on U.S. economic growth.",negative,neutral,neutral
13223,2019-02-20,"During this time, broad equity indexes declined substantially amid a sharp rise in financial market volatility, and corporate bond spreads widened notably.",negative,neutral,neutral
13224,2019-02-20,"On the downside, trade policies and foreign economic developments could move in directions that have significant nagativee effects on U.S. economic growth.",negative,neutral,neutral
13225,2019-02-20,The potential that various sources of uncertainty might abate more quickly than expected was mentioned as a potential upside risk for the economic outlook.,positive,neutral,neutral
13226,2019-04-10,"In addition, consumer sentiment, as measured by the University of Michigan Surveys of Consumers, stepped up in February and early March to an upbeat level.",positive,neutral,neutral
13227,2019-04-10,"Payroll employment was little changed in February, but job gains have been solid, on average, in recent months, and the unemployment rate has remained low.",neutral,positive,neutral
13228,2019-05-22,"However, both overall inflation and inflation for items other than food and energy had declined and were running below the Committee's 2 percent objective.",neutral,neutral,positive
13229,2019-07-10,"Total nonfarm payroll employment expanded solidly, on average, in April and May; however, job gains slowed sharply in May after a strong increase in April.",neutral,positive,neutral
13230,2019-08-21,"In contrast, a couple of participants reported that some recent indicators of housing activity in their Districts had been somewhat more positivee of late.",positive,neutral,neutral
13231,2020-02-19,"Total nonfarm payroll employment rose in December, and the solid pace of job gains over the second half of 2019 was somewhat above that for the first half.",neutral,positive,neutral
13232,2020-04-08,"Late in the intermeeting period, short-term funding markets showed signs of stress, with elevated demand for repo funding and increased short-term spreads.",negative,neutral,neutral
13233,2020-04-08,"In a more adverse scenario, the economy entered recession this year, with a recovery much slower to take hold and not materially under way until next year.",negative,neutral,neutral
13234,2020-04-08,"With regard to inflation, participants noted that it had been running below the Committee's 2 percent longer-run objective before the coronavirus outbreak.",neutral,neutral,positive
13235,2020-05-20,"Over the period, the staff's broad dollar index increased, with the dollar appreciating modestly against AFE currencies and notably against EME currencies.",neutral,neutral,positive
13236,2020-05-20,"With regard to inflation, participants noted that it had been running below the Committee's 2 percent longer-run objective before the coronavirus outbreak.",neutral,neutral,positive
13237,2020-10-07,Participants generally expected spending on these services to remain subdued for some time and thus to be a restraining factor on the pace of the recovery.,negative,neutral,neutral
13238,2020-11-25,"Conditions in money market funds (MMFs) were also generally calm over the intermeeting period, and net yields of MMFs remained stable near historical lows.",positive,neutral,neutral
13239,2020-11-25,"With regard to funding risks, the staff highlighted that structural vulnerabilities in markets for short-term funding and corporate bonds remained present.",positive,neutral,neutral
13240,2021-02-17,"However, even with the appearance of new strains of the virus, market confidence in the ultimate efficacy of the vaccination efforts seemed to remain high.",positive,neutral,neutral
13241,2021-04-07,Participants anticipated consumer spending would be bolstered by the recently enacted fiscal stimulus packages as well as by accommodative monetary policy.,positive,neutral,neutral
13242,2021-07-07,Available indicators suggested that equipment and intangibles investment?봯articularly in high-tech categories?봶as increasing solidly in the second quarter.,positive,neutral,neutral
13243,2021-07-07,Several participants expressed concern that longer-term inflation expectations might rise to inappropriate levels if elevated inflation readings persisted.,neutral,neutral,negative
13244,2021-08-18,Participants agreed that their discussion at this meeting would be helpful background for the Committee's future decisions about modifying asset purchases.,neutral,neutral,neutral
13245,2021-11-24,Most market participants anticipated that a resolution to the debt ceiling would again be reached without a delayed payment on maturing Treasury securities,neutral,neutral,neutral
13246,2021-11-24,"Private-sector job openings, as measured by the Job Openings and Labor Turnover Survey, stepped down in August but remained well above pre-pandemic levels.",neutral,positive,neutral
13247,2021-11-24,"In domestic credit markets, financing conditions faced by nonfinancial firms in capital markets remained highly accommodative over the intermeeting period.",positive,neutral,neutral
13248,2021-11-24,"Consequently, participants assessed that the criterion of substantial further progress had been met with regard to the Committee's maximum employment goal.",neutral,positive,neutral
